,Glucose concentration,Pyruvate concentration,Acetald concentration,Acetate concentration,Ethanol concentration,Active cell material,Acetaldehyde dehydrogenase,Specific oxygen uptake rate,Specific carbon dioxide evolution rate,Biomass concentration (dry weight),Time of processing,BatchID,Data set,Type
6#138,-0.1729019,0.000465536,0.003509995,0.0692924,2.65074,0.6158739,0.09099583,13.3252,7.791104,7.477606,28.03485,6,Calibration,NOC
6#139,0.3204615,-0.000264162,0.00543206,0.06931524,2.456287,0.6228616,0.09089547,13.51346,7.791511,7.636412,28.24484,6,Calibration,NOC
6#140,0.1246912,0.000188449,0.004640083,0.06604403,1.876144,0.6310207,0.09031066,13.21652,7.600168,7.887162,28.45485,6,Calibration,NOC
6#141,-0.06646278,0.000131907,0.02683412,0.06515159,1.469501,0.6343869,0.0890753,13.03081,7.263521,7.977416,28.66484,6,Calibration,NOC
6#142,-0.1157675,0.000400181,-0.002398839,0.06004867,1.353029,0.6352764,0.08897782,12.71181,7.314265,7.986839,28.7285,6,Calibration,NOC
6#143,0.3517945,0.00046811,-0.01327481,0.05959535,1.171691,0.638443,0.08882746,12.52524,7.215694,8.002014,28.79216,6,Calibration,NOC
6#144,-0.283958,0.000723629,0.005682505,0.05600578,1.010943,0.6364183,0.08874492,12.00195,7.205957,8.102642,28.85582,6,Calibration,NOC
6#145,-2.67E-01,0.000100175,0.04860088,0.05228821,1.097177,0.6388881,0.08809058,11.96586,6.978635,8.097212,28.91948,6,Calibration,NOC
6#146,-0.2113311,-8.53E-05,-0.0364931,0.0501083,1.025708,0.6394094,0.08762404,11.64074,7.197911,8.160673,28.98314,6,Calibration,NOC
6#147,-0.5367137,-0.000305344,-0.006419716,0.04664488,0.8419335,0.6444837,0.08829051,10.93244,6.260679,8.202505,29.05055,6,Calibration,NOC
6#148,0.06065435,0.000613099,-0.06016596,0.04602107,0.5103219,0.6394479,0.08662886,10.45552,6.40507,8.204256,29.11796,6,Calibration,NOC
6#149,-0.252357,0.000599966,0.03671528,0.0393512,0.7174982,0.6442289,0.08660559,9.584569,4.930203,8.247766,29.18536,6,Calibration,NOC
6#150,-0.1719375,0.000281853,0.03531197,0.03344405,0.4136502,0.6471541,0.08620471,8.867323,4.900208,8.37821,29.25277,6,Calibration,NOC
6#151,0.00915173,0.000440352,0.01101104,0.02566871,0.5954435,0.6518774,0.08548693,7.348237,4.947013,8.334381,29.36469,6,Calibration,NOC
6#152,-1.86E-01,0.00019351,-0.02453092,0.02497899,0.4288682,0.6452057,0.08645147,6.907075,4.68272,8.398432,29.39289,6,Calibration,NOC
6#153,0.5077748,-2.66E-05,0.01785851,0.02231836,0.2779322,0.6483516,0.08496694,6.19408,4.392183,8.294911,29.42108,6,Calibration,NOC
6#154,0.1101613,-0.000107467,-0.02862737,0.0207018,0.1665733,0.6502381,0.08558298,5.868154,3.052496,8.376567,29.44928,6,Calibration,NOC
6#155,-0.2646126,-0.000771691,-0.01536279,0.01619314,0.1452883,0.6528686,0.08431595,4.914338,2.676808,8.432661,29.52148,6,Calibration,NOC
6#156,0.5273443,0.000247473,0.01456427,0.01377301,0.2255454,0.6541727,0.08438762,3.768529,1.780158,8.524299,29.59369,6,Calibration,NOC
6#157,0.4962773,-0.000898372,0.04085823,0.0098798,-0.02867347,0.6540608,0.08327456,2.869193,1.920838,8.433599,29.6659,6,Calibration,NOC
6#158,0.3372489,0.000506975,-0.01663589,0.008439786,0.07301889,0.6526445,0.08561268,2.020441,0.5718521,8.403234,29.73811,6,Calibration,NOC
6#159,-4.43E-01,-0.001212693,0.02162422,0.002517338,0.01744462,0.653809,0.08414046,0.8401489,0.6877955,8.558073,29.9039,6,Calibration,NOC
6#160,-0.1211066,-2.98E-06,-0.01805633,0.002062352,-0.07279877,0.6519081,0.08394562,0.4146035,0.2433242,8.428463,30.02066,6,Calibration,NOC
6#161,-0.3414144,0.000474226,0.01869182,0.001117595,-0.1617084,0.6509899,0.08363455,0.2280923,-0.2534634,8.577062,30.13743,6,Calibration,NOC
6#162,2.48E-01,0.001344595,0.02424282,-0.002075605,-0.08532116,0.6519647,0.08212147,0.03269998,0.6987368,8.462541,30.25419,6,Calibration,NOC
6#163,0.01818858,3.82E-05,0.006000671,-0.000840195,-0.1146925,0.6480207,0.08374187,-0.06291376,-0.2785537,8.344074,30.37095,6,Calibration,NOC
6#164,-6.22E-02,0.000575525,-0.01675251,0.000938654,0.02851019,0.6517263,0.08231413,-0.1185073,0.293918,8.429291,30.52328,6,Calibration,NOC
6#165,-0.5679135,-3.05E-06,0.003910966,-0.002440942,0.2938667,0.6498668,0.0828203,-0.2405995,-0.7476432,8.447053,30.67561,6,Calibration,NOC
6#166,-0.1277085,-0.000396575,-0.00539287,-0.000761903,0.1144026,0.6520951,0.08300284,-0.135166,0.1842975,8.523129,30.82794,6,Calibration,NOC
6#167,4.93E-01,-0.000348597,0.01654527,-0.001248677,-0.04721169,0.6511309,0.08165865,0.2086998,0.08193674,8.489311,30.98027,6,Calibration,NOC
6#168,0.4463541,8.87E-05,-0.02451188,-0.001869614,0.16984,0.6496469,0.07957933,0.1077234,-0.09706904,8.481815,31.63615,6,Calibration,NOC
6#169,-0.1201683,0.00042481,0.02806425,-0.001688592,0.02278991,0.653954,0.07963513,0.007111762,-0.06432536,8.48073,32.29202,6,Calibration,NOC
6#170,0.1301498,0.000295021,0.03219644,0.000535949,0.2495331,0.6500347,0.07892492,0.08386975,0.1061547,8.598235,32.94789,6,Calibration,NOC
6#171,0.2363494,0.000386333,-0.02692153,0.00227297,-0.006673689,0.6552149,0.07764886,0.0220554,-0.3819882,8.448524,33.64789,6,Calibration,NOC
6#172,-0.6340901,-0.000426323,-0.02693781,0.001741379,0.1107713,0.6513588,0.07673592,-0.1030714,0.2069488,8.625192,34.34789,6,Calibration,NOC
6#173,-0.07641142,0.000483205,1.93E-02,0.00291774,0.07052676,0.6518897,0.07538214,-0.06620146,0.4590725,8.388554,35,6,Calibration,NOC
7#18,31.18612,0.009852435,0.0109281,-6.40E-05,-0.02055608,0.4148697,0.004036627,6.809263,3.905149,-0.007212105,5.278036,7,Calibration,NOC
7#19,31.18452,0.01067508,0.04751621,-0.001106708,0.1014494,0.4266253,0.004303428,7.328866,4.540059,-0.04438048,5.611367,7,Calibration,NOC
7#20,31.27316,0.01287478,-0.00153022,-0.000503836,0.0510694,0.4427868,0.005288883,7.282134,5.157485,-0.0105497,5.944698,7,Calibration,NOC
7#21,31.00281,0.01500328,-0.01859419,0.000965481,-0.1611966,0.4566373,0.005471964,7.572108,5.572037,-0.01570937,6.278029,7,Calibration,NOC
7#22,30.85999,0.01646844,0.05941434,-0.001623671,0.1206179,0.4662549,0.005385597,7.67143,7.659493,-0.045893,6.611361,7,Calibration,NOC
7#23,30.8898,0.01796631,0.03494212,-0.000155844,0.0818595,0.4752034,0.004189006,7.806077,9.231655,0.05326792,6.87094,7,Calibration,NOC
7#24,30.89129,0.01910016,0.02793951,0.000343309,-0.05083061,0.4841872,0.005183596,7.741709,9.935546,0.01079148,7.13052,7,Calibration,NOC
7#25,30.70693,0.0195403,0.04295859,0.000884521,-0.2202976,0.4894281,0.004635379,7.802737,12.29879,-0.01877442,7.390099,7,Calibration,NOC
7#26,31.18899,0.02085368,0.001892319,0.000289027,0.05642254,0.493957,0.004090809,7.464914,12.56275,-0.001789564,7.649679,7,Calibration,NOC
7#27,30.91766,0.02163096,0.04941544,0.001829427,0.06423774,0.5054531,0.004712486,7.042763,14.4402,0.07564938,7.909258,7,Calibration,NOC
7#28,30.94125,0.02252647,0.00702336,-0.000994353,0.08910874,0.5073382,0.003805167,6.74294,15.42464,0.08594748,8.168838,7,Calibration,NOC
7#29,30.36778,0.02353635,0.04127687,0.001497112,-0.04391244,0.5122954,0.004179816,6.400825,15.50083,0.1466379,8.487115,7,Calibration,NOC
7#30,31.3404,0.02366693,-0.03920464,-0.000227568,0.01451328,0.5131362,0.004366219,6.511158,16.34123,0.03597149,8.805392,7,Calibration,NOC
7#31,31.12349,0.02379198,-0.02981541,-0.000332164,-0.03436138,0.5203743,0.004006788,6.034995,17.16997,0.04874138,9.123671,7,Calibration,NOC
7#32,30.95505,0.02433551,0.008116567,0.001719,0.04920897,0.5291812,0.00344358,6.068622,17.96382,0.06601617,9.441948,7,Calibration,NOC
7#33,31.65601,0.02422713,0.01588583,0.00107983,0.1247406,0.5291297,0.004996925,5.445648,18.79373,0.1532348,9.760225,7,Calibration,NOC
7#34,30.9931,0.02446525,0.01313225,0.001281762,-0.01116,0.531336,0.004775319,5.553939,18.50899,0.06945189,10.0785,7,Calibration,NOC
7#35,30.71271,0.02417581,0.01297276,0.002322596,-0.1235602,0.5316684,0.004576308,5.332489,19.42801,0.0884819,10.39678,7,Calibration,NOC
7#36,30.40471,0.02496535,0.02905608,0.002146398,-0.2002728,0.5327411,0.004631707,4.938828,20.34183,0.02632079,10.93185,7,Calibration,NOC
7#37,30.51656,0.02598576,-0.001960532,0.004588322,0.132523,0.5398935,0.004132873,4.941951,20.78725,0.06549823,11.46692,7,Calibration,NOC
7#38,31.10528,0.02640896,-0.01223287,0.002391274,0.038022,0.5375645,0.004667281,4.852519,21.6351,0.1032944,12.002,7,Calibration,NOC
7#39,30.29368,0.02654481,0.01206219,0.005793882,0.1315929,0.5389276,0.003087471,5.047239,22.69597,0.2498851,12.53707,7,Calibration,NOC
7#40,30.54003,0.02842474,0.03621328,0.005591049,0.4676095,0.5466942,0.004101183,5.085717,23.84426,0.3260208,13.07214,7,Calibration,NOC
7#41,29.64472,0.02878812,0.08492599,0.005269854,0.4210592,0.5454141,0.004078222,5.222957,25.20666,0.223697,13.60721,7,Calibration,NOC
7#42,28.90624,0.02943772,0.06541437,0.01168993,0.5142256,0.5440497,0.003598929,5.633054,26.36959,0.3489026,14.17534,7,Calibration,NOC
7#43,28.31958,0.03042314,0.150164,0.01526525,0.9519186,0.5415349,0.004546656,5.624668,28.98355,0.5188911,14.74346,7,Calibration,NOC
7#44,26.96055,0.03362118,0.2040518,0.01726159,1.067732,0.5411652,0.004824666,6.134286,30.54001,0.6387107,15.31159,7,Calibration,NOC
7#45,26.40429,0.03545922,0.2492065,0.02067892,1.325588,0.5440624,0.003569618,6.575135,31.16786,0.8271335,15.87971,7,Calibration,NOC
7#46,24.18514,0.03518954,0.3569873,0.02972317,2.057541,0.5424115,0.004661228,6.53354,32.37623,1.059566,16.44784,7,Calibration,NOC
7#47,22.73081,0.03743581,0.4703392,0.03685776,2.684976,0.5432166,0.004272564,7.022309,32.80333,1.475553,17.01596,7,Calibration,NOC
7#48,17.67651,0.03836689,0.7640684,0.04938717,4.012208,0.5471507,0.003929319,7.464114,34.33328,1.957697,17.71596,7,Calibration,NOC
7#49,16.44896,0.03767664,0.8530483,0.05639815,4.670242,0.5440038,0.005039481,7.67083,34.69827,2.164007,17.92596,7,Calibration,NOC
7#50,14.59674,0.03774076,0.9492821,0.0617828,5.098789,0.5474791,0.004257884,7.779901,35.15672,2.487485,18.13596,7,Calibration,NOC
7#51,13.10494,0.03821041,1.050905,0.06741384,5.704147,0.545652,0.004391014,8.302041,35.01839,2.833837,18.34596,7,Calibration,NOC
7#52,10.70228,0.03840622,1.224281,0.07077686,6.607146,0.5484535,0.00410529,8.400329,35.69556,3.013423,18.55596,7,Calibration,NOC
7#53,8.730497,0.03758454,1.271238,0.08173831,7.119925,0.5477158,0.003901215,9.008648,35.35019,3.353607,18.76596,7,Calibration,NOC
7#54,6.078524,0.03694852,1.432492,0.08679898,8.182927,0.5415989,0.004324737,9.264362,36.3663,3.721726,18.97596,7,Calibration,NOC
7#55,5.708061,0.03655712,1.502034,0.09057519,8.264798,0.5476896,0.005101923,9.687348,36.22085,3.804223,19.05624,7,Calibration,NOC
7#56,3.988458,0.03635807,1.561749,0.09536584,8.833073,0.5475441,0.004114867,9.919195,36.20377,3.931327,19.13652,7,Calibration,NOC
7#57,3.061031,0.03533049,1.568494,0.09969352,9.044014,0.5391769,0.004793884,10.29246,36.47304,4.183202,19.2168,7,Calibration,NOC
7#58,1.986226,0.03341692,1.623364,0.1024051,9.38427,0.5433686,0.005681782,10.40755,35.81263,4.37395,19.29708,7,Calibration,NOC
7#59,0.3645201,0.0316108,1.68442,0.1041442,10.04192,0.5428784,0.004409778,10.21791,34.56589,4.48187,19.37735,7,Calibration,NOC
7#60,0.1738499,0.02979691,1.64257,0.1068343,10.06383,0.5465389,0.003927052,9.758151,33.38718,4.432286,19.40144,7,Calibration,NOC
7#61,0.3602611,0.02906536,1.635818,0.1054459,10.0473,0.5446146,0.004511655,9.113577,31.47858,4.581143,19.42552,7,Calibration,NOC
7#62,0.2227362,0.02700579,1.600056,0.1097215,9.987129,0.5466419,0.00508091,8.659938,30.98391,4.652789,19.43275,7,Calibration,NOC
7#63,-0.3152887,0.0261233,1.632731,0.1061156,10.12503,0.5468997,0.004815145,8.378271,30.50365,4.517361,19.43491,7,Calibration,NOC
7#64,-0.09622017,0.02683345,1.610236,0.1067972,10.4018,0.5442287,0.004173576,7.728845,29.13799,4.528068,19.43708,7,Calibration,NOC
7#65,0.2623316,0.02511632,1.569268,0.1081,10.17874,0.5497694,0.00452698,6.3028,27.01612,4.462715,19.43925,7,Calibration,NOC
7#66,-0.1746796,0.02400912,1.628102,0.1066949,10.21778,0.5439506,0.005180991,5.493825,26.59655,4.583233,19.4399,7,Calibration,NOC
7#67,0.2174022,0.02351203,1.625716,0.1053702,10.29431,0.5474834,0.005061839,4.51196,25.09471,4.633929,19.44055,7,Calibration,NOC
7#68,0.0118862,0.02096155,1.608002,0.1053806,10.1976,0.54117,0.004465786,3.967293,24.09247,4.629268,19.4412,7,Calibration,NOC
7#69,0.1840829,0.01864235,1.622668,0.1023265,10.23588,0.5462975,0.004993886,4.281598,23.95516,4.511796,19.44185,7,Calibration,NOC
7#70,0.2333774,0.01760479,1.628386,0.1042735,10.26965,0.5470024,0.004561712,4.335577,21.9031,4.632616,19.4425,7,Calibration,NOC
7#71,-0.1137526,0.01497209,1.626333,0.1028183,10.1659,0.5461094,0.005446365,4.24577,20.1504,4.581189,19.44315,7,Calibration,NOC
7#72,0.0641017,0.01365388,1.63041,0.1009356,9.937079,0.5464094,0.004020834,4.742076,19.65771,4.650531,19.4438,7,Calibration,NOC
7#73,-0.3373883,0.01209306,1.590721,0.101915,10.20498,0.5426539,0.004690301,4.65961,19.50829,4.703898,19.44445,7,Calibration,NOC
7#74,-0.01761246,0.01162001,1.589458,0.1003928,10.00046,0.5412285,0.005345501,4.54784,19.04006,4.660728,19.4451,7,Calibration,NOC
7#75,0.1342344,0.01014663,1.567296,0.09942637,10.25723,0.5457126,0.004716836,4.426928,17.84793,4.700561,19.44575,7,Calibration,NOC
7#76,0.2110574,0.008982169,1.568506,0.09496433,10.09912,0.5459187,0.005016142,4.584977,17.91077,4.730538,19.44671,7,Calibration,NOC
7#77,0.5444588,0.007326776,1.635752,0.09557914,10.37786,0.5456566,0.005764965,4.555596,17.52433,4.72151,19.44767,7,Calibration,NOC
7#78,0.2981809,0.006134065,1.531399,0.09422924,10.14888,0.5446153,0.004339354,4.338641,17.56552,4.555538,19.44863,7,Calibration,NOC
7#79,-0.5095886,0.005047006,1.546911,0.092946,10.25946,0.5420796,0.004550807,4.314781,17.34525,4.669146,19.44959,7,Calibration,NOC
7#80,-0.0762289,0.002932647,1.557233,0.09092995,10.29791,0.5410419,0.004602068,4.216489,17.64938,4.709013,19.45055,7,Calibration,NOC
7#81,-0.01575229,0.00196401,1.593172,0.08981375,10.31361,0.5478652,0.004179071,4.235532,17.106,4.653675,19.45151,7,Calibration,NOC
7#82,-0.2170337,0.001734928,1.576136,0.08682633,10.56256,0.5457852,0.004513111,4.224455,17.17019,4.585929,19.4522,7,Calibration,NOC
7#83,0.4288384,0.000113168,1.523504,0.08949338,10.40846,0.5457203,0.004957212,3.795564,16.57099,4.736312,19.45289,7,Calibration,NOC
7#84,0.6748596,0.001047216,1.585295,0.08802356,10.34505,0.5427161,0.004992813,3.799788,16.14057,4.609783,19.45306,7,Calibration,NOC
7#85,0.2167704,0.000272689,1.555834,0.08836255,10.45607,0.5479078,0.005006648,3.478892,15.78961,4.650069,19.45323,7,Calibration,NOC
7#86,-0.3412316,-0.000124,1.577414,0.08605675,10.175,0.5441279,0.005294826,2.488301,15.14113,4.63101,19.4534,7,Calibration,NOC
7#87,0.162435,0.000347683,1.532037,0.08768644,10.19889,0.5438507,0.005478861,-3.800926,7.820333,4.618888,19.45357,7,Calibration,NOC
7#88,0.5699297,-0.000254436,1.596768,0.08626211,10.23539,0.546937,0.005508138,-3.468092,8.309569,4.718805,19.45374,7,Calibration,NOC
7#89,0.5755964,0.000401625,1.586303,0.08795738,10.22731,0.5467899,0.004465998,-3.628631,7.733282,4.69182,19.45391,7,Calibration,NOC
7#90,0.03366006,-0.000505888,1.540121,0.08717177,10.35378,0.5427493,0.005856213,-3.728101,7.547682,4.596684,19.45401,7,Calibration,NOC
7#91,0.1623064,0.000240358,1.551755,0.08484312,10.02703,0.5438834,0.005322821,-3.674051,8.216722,4.610865,19.45412,7,Calibration,NOC
7#92,0.6390191,-0.00052489,1.557893,0.08506003,10.39986,0.5440771,0.004719857,-3.650639,7.495419,4.627955,19.45422,7,Calibration,NOC
7#93,-0.3289244,-0.000621214,1.537696,0.08698628,10.21865,0.5414144,0.005302361,-3.527498,7.67469,4.601526,19.45433,7,Calibration,NOC
7#94,5.00E-01,0.000203941,1.580941,0.08557971,10.25674,0.5481135,0.005184675,-3.564485,7.782003,4.630885,19.45443,7,Calibration,NOC
7#95,0.3184426,5.60E-05,1.530633,0.08332531,10.16139,0.5455678,0.005135831,-3.819074,7.265988,4.85121,19.45495,7,Calibration,NOC
7#96,-0.07246654,0.000458141,1.530888,0.08239494,10.16319,0.5449644,0.005259839,-3.636329,7.810637,4.661714,19.45547,7,Calibration,NOC
7#97,-0.1770598,0.001006155,1.545798,0.08165397,10.37226,0.5456288,0.004882746,-3.82576,7.715409,4.589208,19.45599,7,Calibration,NOC
7#98,0.1459836,-0.000109998,1.558564,0.08072586,10.22444,0.545637,0.005431852,-3.731407,7.196899,4.560836,19.45651,7,Calibration,NOC
7#99,-0.3092879,-0.000183472,1.540933,0.08122849,10.1421,0.5458992,0.005057149,-3.899877,7.772214,4.730849,19.45703,7,Calibration,NOC
7#100,0.1418198,-0.000804468,1.559688,0.07799831,10.18538,0.54283,0.005994135,-3.991768,7.740098,4.678373,19.45908,7,Calibration,NOC
7#101,-0.2027388,0.00037046,1.530608,0.07712111,10.35268,0.545656,0.005495547,-4.051277,7.333531,4.671576,19.46113,7,Calibration,NOC
7#102,0.3783427,0.000583172,1.52443,0.07209827,10.14429,0.5419182,0.00522143,-4.310596,7.270575,4.611155,19.46318,7,Calibration,NOC
7#103,0.1921347,-0.000180779,1.479535,0.07060625,10.34118,0.5471187,0.005193254,-4.264707,6.931704,4.673974,19.46523,7,Calibration,NOC
7#104,-2.77E-01,0.000261986,1.401746,0.04930235,10.43883,0.5481884,0.006319391,-5.231075,6.003633,4.762927,19.48038,7,Calibration,NOC
7#105,-3.34E-01,1.87E-05,1.355652,0.03514659,10.40533,0.5435356,0.005816248,-6.240238,4.333479,4.668281,19.49553,7,Calibration,NOC
7#106,1.19E-01,-8.28E-06,1.314839,0.02630303,10.6013,0.5448567,0.00640973,-6.930529,3.897968,4.600441,19.51068,7,Calibration,NOC
7#107,-0.5047812,-5.67E-05,1.234933,0.01701636,10.50976,0.5419284,0.005011295,-7.572165,2.386516,4.574267,19.52583,7,Calibration,NOC
7#108,0.5140915,-0.000323931,1.135841,0.01240799,10.81223,0.5496432,0.006320056,-7.885028,1.954454,4.659148,19.54148,7,Calibration,NOC
7#109,2.20E-01,-0.000223522,1.102801,0.008059367,10.71238,0.5492983,0.006406114,-8.128003,1.12345,4.594303,19.55714,7,Calibration,NOC
7#110,-0.3287228,7.62E-06,1.040077,0.006951037,10.93787,0.5443153,0.006680462,-8.129166,0.9180167,4.613827,19.57279,7,Calibration,NOC
7#111,0.2937988,-0.001089397,1.026096,0.00229196,10.81325,0.5432581,0.006659291,-7.970144,1.039138,4.645017,19.58845,7,Calibration,NOC
7#112,-0.1419773,0.000187667,0.9234036,0.004194205,10.96005,0.5430266,0.00793094,-7.606871,0.6882611,4.654904,19.6041,7,Calibration,NOC
7#113,0.1534379,-0.000233268,0.8011479,0.006386869,11.24132,0.5428887,0.008366371,-6.99827,1.408334,4.654247,19.63915,7,Calibration,NOC
7#114,0.613017,0.000218541,0.7281516,0.001576314,10.9451,0.5424643,0.008629962,-6.245451,0.3423494,4.701626,19.66498,7,Calibration,NOC
7#115,0.4146218,0.000567774,0.632631,0.003669298,11.33151,0.5485474,0.009778087,-5.558366,1.303908,4.804319,19.69081,7,Calibration,NOC
7#116,-0.2628178,-0.000275448,0.5574746,0.005756449,11.12173,0.5427251,0.00904856,-4.821796,1.07477,4.690656,19.71664,7,Calibration,NOC
7#117,0.130586,0.00043016,0.4977532,0.003559387,11.09962,0.540374,0.01024611,-3.932693,0.3445322,4.649203,19.74247,7,Calibration,NOC
7#118,0.3946888,-0.001910649,0.4790704,0.005124269,11.49782,0.5413452,0.01098503,-3.583375,0.7078015,4.677651,19.7683,7,Calibration,NOC
7#119,-0.3982054,-0.000532408,0.3817205,0.004135414,11.40483,0.5419336,0.01085173,-2.992489,1.758696,4.70447,19.79413,7,Calibration,NOC
7#120,0.04356116,-0.000243571,0.3646337,0.004900497,11.38144,0.5426964,0.01183282,-2.94159,0.6753307,4.651257,19.79646,7,Calibration,NOC
7#121,0.3700598,0.000421321,0.3726366,0.005271954,11.45133,0.5428984,0.01182815,-2.649146,1.297305,4.704347,19.79878,7,Calibration,NOC
7#122,-3.98E-01,-0.000171781,0.3700948,0.005973007,11.68052,0.5443661,0.0116264,-2.647658,0.7632667,4.654546,19.80111,7,Calibration,NOC
7#123,4.00E-01,5.13E-05,0.3658804,0.004808551,11.5209,0.5424935,0.01274951,-2.544144,0.8433429,4.663483,19.80343,7,Calibration,NOC
7#124,-0.3470823,7.65E-05,0.3511671,0.002659424,11.30094,0.5420471,0.01154646,-2.747396,1.069354,4.625816,19.80576,7,Calibration,NOC
7#125,3.20E-01,-0.000364355,0.3502955,0.006082613,11.30071,0.5416756,0.01100173,-2.519841,1.155474,4.691572,19.80808,7,Calibration,NOC
7#126,0.3499827,4.57E-05,0.3680431,0.004761825,11.33456,0.5368896,0.01260666,-2.445502,0.5050321,4.619511,19.81297,7,Calibration,NOC
7#127,0.02298329,0.000588165,0.3792057,0.004297298,11.64246,0.5389097,0.01172427,-2.516041,1.234661,4.646096,19.81787,7,Calibration,NOC
7#128,9.61E-02,-0.000267963,0.3825004,0.004662528,11.3798,0.5403465,0.01269845,-2.346653,1.098989,4.689496,19.82276,7,Calibration,NOC
7#129,0.2415414,-9.88E-06,0.3405204,0.006850604,11.41998,0.542282,0.01099882,-1.851208,0.4518194,4.769605,19.82765,7,Calibration,NOC
7#130,0.02812132,0.000348257,0.3458789,0.006262289,11.50659,0.5448861,0.01144046,-1.945598,0.1524246,4.546936,19.83255,7,Calibration,NOC
7#131,-0.612555,0.000166229,0.337108,0.006716532,11.51377,0.5432317,0.01254189,-1.957877,1.664617,4.668717,19.83798,7,Calibration,NOC
7#132,0.165279,-0.000223476,0.371824,0.004498117,11.58099,0.5423208,0.01155071,-1.667819,0.9577414,4.705486,19.84342,7,Calibration,NOC
7#133,0.03217299,-0.000405208,0.3454258,0.0044291,11.48581,0.5399253,0.01331564,-1.618743,0.9789094,4.639146,19.84885,7,Calibration,NOC
7#134,0.2209652,0.000684601,0.2867755,0.004964359,11.51211,0.5383486,0.01195997,-1.447625,0.8766935,4.783393,19.85428,7,Calibration,NOC
7#135,1.26E-01,0.000158069,0.3484007,0.004275043,11.5042,0.5400553,0.01283572,-1.368541,1.213729,4.697136,19.85972,7,Calibration,NOC
7#136,4.59E-01,4.86E-05,0.3003158,0.003483165,11.40122,0.5372919,0.01366729,-1.080222,0.7680596,4.573745,19.86701,7,Calibration,NOC
7#137,0.103391,-7.32E-05,0.2331174,0.004319985,11.33678,0.5342716,0.01258315,-0.9362211,0.6090099,4.618597,19.87429,7,Calibration,NOC
7#138,4.12E-01,0.000383522,0.2457126,0.005488995,11.77242,0.5394754,0.01311602,-0.9928078,1.155934,4.667832,19.88158,7,Calibration,NOC
7#139,3.46E-01,5.47E-06,0.2831121,0.006575275,11.57574,0.5396687,0.01364705,-0.7668893,1.022437,4.674711,19.88886,7,Calibration,NOC
